4883,example,0.003313927528660059
4883,waiting,0.003021148033440113
4883,without,0.003021148033440113
4883,behavior,0.002566419943736752
4883,quot,0.004600842126471439
4883,another,0.0016569637643300294
4883,needed,0.00211169185403339
4883,control,0.0018456929735323581
4883,deployed,0.003021148033440113
4883,whether,0.0036913859470647163
6068,integer,0.0014556040987372398
6068,january,0.0012365138509715676
6068,evidence,0.005822416394948959
6068,point,0.0010174236032058951
6068,professional,0.0014556040987372398
6068,new,0.0030444177790905787
6068,odd,0.0014556040987372398
6068,thread,0.0012365138509715676
6068,open,0.00177852804797854
6068,mock,0.0029112081974744797
9951,command,0.0019345855023047657
9951,javascript,0.010325635482444879
9951,learning,0.0013429265424919476
9951,hours,0.0013429265424919476
9951,concrete,0.0017636683769524097
9951,attempt,0.0014982098350190673
9951,difference,0.0010774680005586053
9951,successfully,0.0014982098350190673
9951,urls,0.0029964196700381345
9951,question,0.0022945854608190947
49153,savebtn,7.443245267495513E-4
49153,netbeans,0.0014886490534991026
49153,notifications,7.443245267495513E-4
49153,robots,7.443245267495513E-4
49153,audio,7.443245267495513E-4
49153,gap,7.443245267495513E-4
49153,either,0.001040521035379078
49153,purpose,0.0014886490534991026
49153,keep,4.841942679047818E-4
49153,apples,0.002232973463833332
51816,framework,0.0012012012302875519
51816,lists,0.0033584145165700846
51816,zip,0.0012012012302875519
51816,bind,0.004081609718860146
51816,individual,0.0012012012302875519
51816,execution,0.002040804859430073
51816,cache,9.146419112047525E-4
51816,also,0.0041618089655891385
51816,luck,0.0012012012302875519
51816,subtract,0.0010204024297150365
63051,ascii,0.008965541287370659
63051,gz,0.0035180298145860434
63051,output,0.008682665366417786
63051,sandbox,0.0017590149072930217
63051,lengths,0.0017590149072930217
63051,lstrh,0.0017590149072930217
63051,columns,0.002678766414947806
63051,connections,0.0035180298145860434
63051,allow,0.0017590149072930217
63051,suggesting,0.0017590149072930217
87234,sorting,0.008580656579564291
87234,li,0.0174985150667349
87234,seconds,0.00706030306752578
87234,public,0.0058328381763139234
87234,snippet,0.0038456533935910257
87234,silly,0.005050505045801401
87234,times,0.004290328289782146
87234,coding,0.00353015153376289
87234,favorite,0.005050505045801401
87234,formatting,0.00353015153376289
89904,setautoresizemode,0.006230529397726059
89904,recommend,0.005292741278935168
89904,called,0.0038063822770297677
89904,first,0.0038063822770297677
89904,modify,0.010585482557870335
89904,resize,0.018691588193178177
89904,property,0.004744170395820659
89904,size,0.009488340791641318
89904,get,0.010251495124060154
89904,appending,0.005292741278935168
95592,http,0.003658612333356212
95592,jesse,0.002111932495608926
95592,homebrew,0.002111932495608926
95592,full,0.0035881099612220754
95592,co,0.002111932495608926
95592,global,0.0014761774656131498
95592,named,0.0016081085545148466
95592,whole,0.0017940549806110377
95592,peak,0.002111932495608926
95592,path,0.00774138595261792
179736,jar,0.001212965935082691
179736,let,0.006123990546670973
179736,bash,6.064829675413455E-4
179736,loop,5.181322118231699E-4
179736,css,0.002226905608950817
179736,strong,0.0014597953510070809
179736,manually,6.064829675413455E-4
179736,theurl,0.005575467832386494
179736,request,0.002425931870165382
179736,splitting,7.964954129420221E-4
